img_id,Front bumper,Trunk lid,Bonnet,Head lights(L),Rear bumper,Rear door(R),Front door(R),Rear fender(R),Rear fender(L),Rear lamp(R),Side mirror(R),A pillar(L),Rear door(L),Front door(L),Front fender(R),Front Wheel(L),Front Wheel(R),Rear lamp(L),Front fender(L),Rocker panel(R),Head lights(R),Rear Wheel(R),Rear Wheel(L),C pillar(L),Side mirror(L),Rocker panel(L),Windshield,C pillar(R),Rear windshield,Undercarriage,Roof,A pillar(R),B pillar(R),total_anns,ran_var,dataset
0000900_as-0007999.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0000938_sc-1038955.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0000997_sc-1034559.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0001010_as-0013381.json,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,3,,train
0001064_sc-123724.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0001172_as-0077088.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0001173_as-0077088.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,val
0001193_as-0078913.json,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,4,,val
0001254_sc-203894.json,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,test
0001323_as-0078390.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0001326_as-0081143.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0001352_sc-110798.json,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,train
0001389_as-0067762.json,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,3,,train
0001552_as-0073135.json,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,3,,train
0001581_sc-146471.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0001642_as-2545049.json,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,3,,train
0001670_as-0000466.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,val
0001713_as-3311472.json,1,1,,,1,,,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,8,,val
0001747_sc-1003691.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,test
0001757_as-0086946.json,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,train
0001783_as-0090045.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0001898_sc-153277.json,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,train
0001933_as-0037736.json,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0001945_sc-1028218.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0001976_sc-145043.json,1,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,4,,train
0001991_as-0049905.json,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,2,,train
0002016_as-3074220.json,1,,,,,1,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,5,,val
0002025_as-3181660.json,1,,,,,1,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,5,,val
0002122_sc-171902.json,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,test
0002129_as-2538184.json,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,train
0002136_as-0064687.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0002159_as-0032330.json,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,3,,train
0002192_as-0014799.json,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,5,,train
0002213_as-0029289.json,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,train
0002232_as-0027953.json,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0002276_as-0029109.json,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,3,,train
0002321_as-0067105.json,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,val
0002395_as-0022299.json,1,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,val
0002472_as-2840089.json,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,3,,test
0002497_as-0017404.json,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,4,,train
0002516_as-0084195.json,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0002563_as-0058286.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0002567_as-2718791.json,1,,,,,,,,,,,1,,1,1,1,,,1,,,,,1,,,,,,,1,,,8,,train
0002568_sc-218688.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0002582_sc-156819.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0002596_as-0095289.json,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,3,,train
0002612_as-0019958.json,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,3,,val
0002629_as-0017192.json,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,val
0002647_as-0077837.json,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,2,,test
0002670_as-2878125.json,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,3,,train
0002695_sc-163922.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0002780_sc-1010491.json,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0002788_as-0087671.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0002794_as-3017446.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0002829_as-0077522.json,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,3,,train
0002839_as-3572228.json,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0002858_as-0018960.json,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,3,,val
0002879_sc-213368.json,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,val
0002904_as-0011066.json,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,3,,test
0002947_as-0040198.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0002952_as-0040198.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0002990_sc-106671.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0002992_as-3339094.json,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,3,,train
0003134_as-0007216.json,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,train
0003162_as-0096070.json,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,train
0003172_sc-168039.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0003173_as-0045746.json,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,val
0003204_sc-186803.json,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,val
0003212_sc-1039238.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,test
0003295_as-0085870.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0003340_as-0006816.json,,,,,1,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,5,,train
0003356_as-0066855.json,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0003373_sc-195592.json,,,,,,1,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,4,,train
0003410_as-3222350.json,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,3,,train
0003413_as-0082529.json,,,,,1,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,train
0003497_as-0077953.json,1,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,4,,train
0003572_as-0096412.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,val
0003628_as-0006017.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,val
0003629_as-0006017.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,test
0003683_as-0010289.json,,1,,,1,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,6,,train
0003686_as-0010289.json,,1,,,1,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,6,,train
0003708_as-3028269.json,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,train
0003798_as-0067149.json,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,train
0003802_as-2728991.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0003883_sc-133816.json,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,train
0003922_sc-154516.json,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,train
0003928_sc-154516.json,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,val
0003986_as-3461948.json,1,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,4,,val
0003998_sc-1016620.json,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,test
0004003_as-0012326.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0004034_sc-148600.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0004105_as-3300662.json,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,3,,train
0004112_sc-1039990.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0004138_as-0035929.json,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,3,,train
0004227_sc-1033779.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0004249_as-2890148.json,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0004252_sc-137366.json,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,val
0004358_as-0041406.json,,,,,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,4,,val
0004420_as-0023464.json,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,3,,test
0004481_as-0065372.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0004535_sc-1039226.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0004603_as-0091997.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0004604_as-0091997.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0004605_as-0091997.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0004622_as-0068203.json,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,train
0004720_as-0028088.json,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,train
0004732_as-0083433.json,,,,,1,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,1,1,7,,val
0004733_as-0027912.json,,,,,1,,,,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,5,,val
0004751_as-0055734.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,test
0004782_sc-1000644.json,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0004844_as-0019518.json,,,,,1,,,,1,,,1,1,1,,,,,1,,,,,,,,,,,,,,,6,,train
0004889_as-0026586.json,1,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,4,,train
0004907_as-0085283.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0004908_as-0085283.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0004928_sc-151189.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0004930_sc-151189.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0005014_sc-155341.json,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,val
0005102_as-0070883.json,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,3,,val
0005114_as-0005653.json,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,test
0005116_as-2510554.json,,,,,1,1,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,5,,train
0005167_sc-192770.json,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,train
0005198_as-2602685.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0005226_as-2794887.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0005260_as-0024960.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0005286_as-2544031.json,1,,,,,1,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,5,,train
0005306_as-0053825.json,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0005367_as-0099491.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,val
0005428_as-0006155.json,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,val
0005452_as-0075251.json,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,test
0005498_sc-136171.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0005572_as-0019881.json,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,train
0005608_as-0027672.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0005646_as-2566416.json,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,train
0005754_as-0016741.json,,,,,1,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,5,,train
0005807_as-0059800.json,,,,,1,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,4,,train
0005876_as-0039971.json,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,train
0005900_sc-144529.json,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,val
0005925_as-0044927.json,,,,,1,,,,1,,,1,1,1,,1,,,1,,,,,,,,,,,,,,,7,,val
0005951_as-0079406.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,test
0005993_as-2593939.json,,,,,1,1,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,5,,train
0005999_as-0052771.json,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0006000_as-0052771.json,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0006008_sc-156008.json,,,,,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,train
0006009_sc-156008.json,,,,,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,train
0006019_sc-121160.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0006032_as-0027702.json,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,train
0006048_as-0062061.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,val
0006080_sc-194756.json,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,val
0006112_sc-1019831.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,test
0006165_as-0060124.json,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,train
0006197_sc-104124.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0006204_as-3452414.json,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,train
0006206_as-3512980.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0006207_as-0006269.json,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,3,,train
0006255_as-0022242.json,,,,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,4,,train
0006270_sc-134498.json,1,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,4,,train
0006274_as-2880617.json,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,2,,val
0006277_sc-168550.json,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,val
0006392_as-0061148.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,test
0006443_as-2992612.json,,,,,1,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,5,,train
0006473_as-0011320.json,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,3,,train
0006506_as-0078639.json,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,train
0006509_as-0002432.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0006599_as-0058607.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0006713_as-0029978.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0006728_as-0066666.json,1,,,,1,1,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,7,,train
0006729_as-0066666.json,1,,,,1,1,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,7,,val
0006733_sc-1038199.json,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,val
0006760_as-0069733.json,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,3,,test
0006878_as-0062634.json,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0006883_sc-1025183.json,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,train
0006916_as-2862376.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0006922_as-0054082.json,,1,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,train
0006925_as-0054082.json,,1,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,train
0006929_as-0046591.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0006991_sc-132229.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0007000_sc-212724.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,val
0007093_as-0080961.json,1,,,,,1,1,,1,,,,1,1,1,1,1,,1,,,,,,,,,,,,,1,,11,,val
0007097_sc-216027.json,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,test
0007127_as-0023304.json,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,train
0007173_sc-190622.json,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,train
0007187_sc-145615.json,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,train
0007257_as-3166333.json,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,3,,train
0007273_as-0045455.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0007315_as-0060391.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0007384_as-0036882.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0007388_as-0065435.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,val
0007408_as-0074098.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,val
0007423_as-0066746.json,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,test
0007493_sc-1012165.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0007512_as-0076307.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0007516_as-0090039.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0007521_as-0059257.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0007526_sc-214574.json,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,train
0007538_sc-214574.json,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,train
0007581_sc-170826.json,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0007615_as-0064671.json,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,val
0007644_as-0072596.json,,,,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,4,,val
0007670_as-0019454.json,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,3,,test
0007673_as-0079581.json,1,,,,,,1,,,,1,1,,,1,,1,,1,,,,,,,,,,,,,1,,8,,train
0007806_as-3425825.json,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,train
0007821_as-0050615.json,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,train
0007919_as-0003130.json,1,1,,,1,,,1,1,,,,,,1,1,1,,,,,1,1,,,,,,,,,,,10,,train
0007984_sc-185316.json,1,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,train
0008002_as-0066002.json,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0008009_sc-221539.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0008037_as-3210327.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,val
0008055_as-2599814.json,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,val
0008081_as-0041456.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,test
0008088_as-0010329.json,1,,,,1,1,1,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,7,,train
0008101_as-0060728.json,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,train
0008103_as-2507469.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0008104_as-2639974.json,,,,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,4,,train
0008157_sc-130891.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,train
0008185_sc-160497.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0008187_as-0059554.json,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0008223_as-0052857.json,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,val
0008278_as-0060266.json,1,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,4,,val
0008284_as-0060266.json,1,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,4,,test
0008303_as-0065127.json,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,train
0008392_as-0088306.json,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0008455_as-3303002.json,,1,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,4,,train
0008467_sc-1019012.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0008480_sc-111033.json,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0008484_sc-1036351.json,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,train
0008506_as-0034099.json,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,3,,train
0008519_sc-128849.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,val
0008533_sc-140774.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,val
0008606_sc-1018900.json,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,test
0008620_sc-156125.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
0008623_as-0040880.json,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,1,5,,train
0008801_as-0062982.json,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0008806_as-0058232.json,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,train
0008817_as-0093584.json,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,train
