index,Scratched,Breakage,Separated,Crushed,total_anns,ran_var,dataset
0506312_as-2802924.jpg,1,0,0,0,1,,train
0506313_as-2983482.jpg,2,0,1,0,3,,val
0506315_sc-108254.jpg,1,0,0,0,1,,val
0506316_sc-108254.jpg,3,0,0,0,3,,test
0506317_as-3036474.jpg,0,2,0,0,2,,train
0506318_sc-1011208.jpg,3,1,0,0,4,,train
0506320_sc-1028706.jpg,2,0,0,0,2,,train
0506321_sc-1028706.jpg,3,0,0,0,3,,train
0506323_as-0001319.jpg,5,0,0,0,5,,train
0506324_as-0001319.jpg,1,0,1,2,4,,train
0506325_as-0001319.jpg,5,2,0,1,8,,train
0506327_as-3067857.jpg,0,1,0,0,1,,val
0506329_as-0076827.jpg,1,0,0,0,1,,val
0506330_sc-188707.jpg,1,0,1,0,2,,test
0506331_sc-188707.jpg,1,0,0,0,1,,train
0506332_sc-188707.jpg,1,0,0,0,1,,train
0506333_sc-188707.jpg,1,0,0,0,1,,train
0506334_sc-193542.jpg,2,0,0,2,4,,train
0506335_sc-193542.jpg,1,0,0,3,4,,train
0506336_sc-193542.jpg,2,0,0,2,4,,train
0506337_sc-193542.jpg,2,0,0,0,2,,train
0506338_sc-193542.jpg,2,0,0,0,2,,val
0506339_as-7970735.jpg,1,0,0,0,1,,val
0506340_as-0088062.jpg,4,0,0,0,4,,test
0506342_as-0088062.jpg,0,0,1,0,1,,train
0506344_as-0040055.jpg,0,1,1,0,2,,train
0506345_as-0040055.jpg,1,0,2,1,4,,train
0506346_as-0040055.jpg,0,0,3,0,3,,train
0506347_as-0040055.jpg,1,0,1,1,3,,train
0506348_as-0040055.jpg,3,1,1,1,6,,train
0506349_as-0040055.jpg,2,0,1,1,4,,train
0506350_as-0040055.jpg,0,1,0,0,1,,val
0506351_as-0040055.jpg,0,1,0,0,1,,val
0506352_as-0040055.jpg,0,1,0,0,1,,test
0506353_as-0040055.jpg,2,0,0,0,2,,train
0506354_as-0040055.jpg,2,0,1,0,3,,train
0506359_as-0027398.jpg,2,1,1,0,4,,train
0506360_as-0027398.jpg,3,1,1,0,5,,train
0506361_as-0027398.jpg,0,0,1,0,1,,train
0506362_sc-142205.jpg,11,0,0,0,11,,train
0506365_as-0020965.jpg,2,0,0,0,2,,train
0506366_as-0020965.jpg,4,1,1,1,7,,val
0506367_as-0020965.jpg,0,0,2,0,2,,val
0506368_sc-194775.jpg,1,0,2,1,4,,test
0506369_sc-1036355.jpg,0,1,0,0,1,,train
0506370_sc-1036355.jpg,1,0,0,0,1,,train
0506371_as-4660351.jpg,0,1,0,1,2,,train
0506372_sc-225312.jpg,2,0,1,1,4,,train
0506373_sc-225312.jpg,0,1,2,0,3,,train
0506374_sc-225312.jpg,0,0,2,0,2,,train
0506375_sc-225312.jpg,0,0,1,0,1,,train
0506376_sc-225312.jpg,6,0,1,0,7,,val
0506377_as-2655907.jpg,1,0,0,0,1,,val
0506378_sc-198819.jpg,2,0,0,1,3,,test
0506379_sc-198819.jpg,3,0,1,0,4,,train
0506380_sc-198819.jpg,4,0,1,0,5,,train
0506381_sc-198819.jpg,7,0,1,0,8,,train
0506382_sc-198819.jpg,6,0,1,1,8,,train
0506383_sc-198819.jpg,5,0,1,0,6,,train
0506384_as-0009706.jpg,1,0,0,0,1,,train
0506385_as-0009706.jpg,2,0,0,0,2,,train
0506386_as-0009706.jpg,1,0,0,0,1,,val
0506387_as-0009706.jpg,1,0,0,0,1,,val
0506389_as-0049821.jpg,0,0,1,1,2,,test
0506390_as-0049821.jpg,0,0,0,1,1,,train
0506393_as-0049821.jpg,1,0,1,1,3,,train
0506394_as-0049821.jpg,2,0,1,1,4,,train
0506395_as-0049821.jpg,0,0,1,0,1,,train
0506396_as-0049821.jpg,1,0,0,0,1,,train
0506398_as-0067334.jpg,2,0,0,0,2,,train
0506400_as-0067334.jpg,2,0,0,0,2,,train
0506401_as-0067334.jpg,2,0,0,0,2,,val
0506402_as-0067334.jpg,1,0,0,0,1,,val
0506403_as-0067334.jpg,1,0,0,0,1,,test
0506404_sc-147276.jpg,2,1,1,1,5,,train
0506406_sc-147276.jpg,1,1,1,1,4,,train
0506408_sc-111021.jpg,2,1,0,0,3,,train
0506409_sc-111021.jpg,1,0,0,0,1,,train
0506410_sc-201032.jpg,4,0,0,0,4,,train
0506411_sc-201032.jpg,2,0,0,0,2,,train
0506412_sc-201032.jpg,2,0,0,0,2,,train
0506413_sc-201032.jpg,1,0,0,0,1,,val
0506414_sc-201032.jpg,1,0,0,0,1,,val
0506415_sc-201032.jpg,1,0,0,0,1,,test
0506416_sc-201032.jpg,0,1,0,0,1,,train
0506417_sc-201032.jpg,3,0,0,1,4,,train
0506418_sc-201032.jpg,3,0,0,1,4,,train
0506419_sc-201032.jpg,2,0,0,1,3,,train
0506420_sc-201032.jpg,2,0,0,0,2,,train
0506421_sc-201032.jpg,2,0,0,0,2,,train
0506422_as-0093056.jpg,1,0,0,0,1,,train
0506423_sc-160700.jpg,1,0,0,0,1,,val
0506424_as-7008961.jpg,1,0,0,0,1,,val
0506425_as-2938861.jpg,4,1,2,0,7,,test
0506428_sc-123479.jpg,3,0,0,0,3,,train
0506432_as-0015798.jpg,9,1,1,0,11,,train
0506433_sc-200938.jpg,2,0,0,2,4,,train
0506434_sc-200938.jpg,1,0,0,0,1,,train
0506435_as-3045299.jpg,6,0,0,0,6,,train
0506436_as-3074917.jpg,1,0,0,0,1,,train
0506437_as-3199886.jpg,2,1,0,0,3,,train
0506438_sc-185453.jpg,2,0,0,0,2,,val
0506439_sc-185453.jpg,5,0,0,0,5,,val
0506443_as-0078573.jpg,1,0,0,0,1,,test
0506444_as-0078573.jpg,1,0,0,0,1,,train
0506448_as-3292878.jpg,3,0,0,0,3,,train
0506449_sc-155167.jpg,0,0,1,0,1,,train
0506450_sc-155167.jpg,0,0,1,0,1,,train
0506451_sc-155167.jpg,0,0,1,0,1,,train
0506452_sc-155167.jpg,0,0,1,0,1,,train
0506453_sc-155167.jpg,0,0,1,0,1,,train
0506454_sc-115132.jpg,1,0,0,1,2,,val
0506455_sc-115132.jpg,1,0,0,1,2,,val
0506457_sc-115132.jpg,0,0,0,1,1,,test
0506458_sc-115132.jpg,1,0,0,1,2,,train
0506462_as-3279903.jpg,2,1,2,1,6,,train
0506464_as-2977436.jpg,0,0,1,0,1,,train
0506465_as-3335986.jpg,2,1,0,0,3,,train
0506467_as-0042089.jpg,1,0,0,0,1,,train
0506468_as-0042089.jpg,1,0,0,0,1,,train
0506469_as-7525238.jpg,2,0,0,0,2,,train
0506470_as-2612397.jpg,2,2,1,2,7,,val
0506471_as-3407360.jpg,2,0,2,0,4,,val
0506473_sc-1014003.jpg,2,0,0,0,2,,test
0506476_sc-1014003.jpg,2,0,0,0,2,,train
0506477_as-5217561.jpg,1,0,1,1,3,,train
0506478_as-0004338.jpg,2,1,3,0,6,,train
0506479_as-0004338.jpg,2,0,1,0,3,,train
0506480_as-0004338.jpg,3,1,1,0,5,,train
0506481_as-0004338.jpg,1,1,1,0,3,,train
0506482_as-2592949.jpg,1,0,0,1,2,,train
0506483_as-0024654.jpg,1,0,0,0,1,,val
0506485_as-0050825.jpg,2,1,1,1,5,,val
0506486_as-0050825.jpg,3,1,1,1,6,,test
0506487_as-0050825.jpg,3,1,2,1,7,,train
0506488_as-0050825.jpg,3,1,2,1,7,,train
0506489_as-3317669.jpg,1,0,1,0,2,,train
0506490_sc-201578.jpg,1,0,0,0,1,,train
0506491_sc-201578.jpg,2,0,0,0,2,,train
0506492_sc-201578.jpg,5,1,0,0,6,,train
0506493_sc-226951.jpg,2,0,0,1,3,,train
0506494_sc-226951.jpg,1,0,0,1,2,,val
0506495_sc-226951.jpg,2,0,0,0,2,,val
0506496_sc-226951.jpg,2,0,0,1,3,,test
0506497_sc-226951.jpg,2,0,0,1,3,,train
0506498_sc-226951.jpg,2,0,0,1,3,,train
0506499_sc-226951.jpg,2,0,0,1,3,,train
0506500_as-3278386.jpg,1,0,0,0,1,,train
0506501_sc-205780.jpg,1,0,0,1,2,,train
0506502_sc-205780.jpg,6,0,0,0,6,,train
0506503_sc-205780.jpg,2,0,0,0,2,,train
0506504_sc-205780.jpg,4,0,0,0,4,,val
0506505_sc-205780.jpg,3,0,0,0,3,,val
0506506_sc-205780.jpg,1,0,0,1,2,,test
0506507_sc-205780.jpg,2,0,0,1,3,,train
0506508_sc-205780.jpg,6,0,0,0,6,,train
0506509_sc-205780.jpg,2,0,1,2,5,,train
0506510_sc-205780.jpg,2,0,1,1,4,,train
0506511_sc-205780.jpg,5,0,1,0,6,,train
0506512_sc-205780.jpg,3,0,0,0,3,,train
0506513_sc-205780.jpg,2,0,1,0,3,,train
0506514_sc-221241.jpg,1,0,1,0,2,,val
0506515_sc-1007334.jpg,1,0,1,0,2,,val
0506516_sc-1007334.jpg,1,0,1,0,2,,test
0506517_sc-1007334.jpg,3,0,1,0,4,,train
0506518_as-0014058.jpg,1,0,0,0,1,,train
0506519_as-0014058.jpg,1,0,0,0,1,,train
0506520_as-0014058.jpg,1,0,0,0,1,,train
0506521_as-0014058.jpg,1,0,0,0,1,,train
0506522_as-0014058.jpg,3,0,0,0,3,,train
0506523_as-0014058.jpg,1,0,0,0,1,,train
0506524_as-0014058.jpg,2,0,0,0,2,,val
0506525_as-0040959.jpg,3,0,0,0,3,,val
0506526_as-0040959.jpg,2,0,0,0,2,,test
0506527_sc-1030807.jpg,1,0,0,0,1,,train
0506528_sc-1030807.jpg,2,0,0,0,2,,train
0506529_as-0056810.jpg,1,0,0,0,1,,train
0506530_sc-1018730.jpg,1,1,1,0,3,,train
0506531_sc-1018730.jpg,3,0,1,0,4,,train
0506532_as-2865263.jpg,1,0,0,0,1,,train
0506533_as-2929830.jpg,5,0,0,1,6,,train
0506534_as-7790648.jpg,2,0,0,1,3,,val
0506536_as-2754848.jpg,0,1,0,0,1,,val
0506537_sc-215744.jpg,2,0,0,0,2,,test
0506538_sc-215744.jpg,2,0,0,1,3,,train
0506541_as-3272509.jpg,1,0,0,0,1,,train
0506542_as-0070722.jpg,2,0,0,0,2,,train
0506543_as-0070722.jpg,3,0,0,0,3,,train
0506544_as-0070722.jpg,2,0,0,0,2,,train
0506545_as-0070722.jpg,2,0,0,0,2,,train
0506547_as-0072206.jpg,0,0,1,0,1,,train
0506548_as-0072206.jpg,2,0,1,0,3,,val
0506549_as-0072206.jpg,4,0,1,0,5,,val
0506551_as-7375932.jpg,1,1,1,0,3,,test
0506552_as-0098773.jpg,1,0,0,1,2,,train
0506553_as-0098773.jpg,2,0,0,0,2,,train
0506554_as-3339519.jpg,1,0,1,0,2,,train
0506555_as-2508616.jpg,9,0,0,0,9,,train
0506556_sc-1015960.jpg,2,0,1,0,3,,train
0506557_sc-1015960.jpg,4,0,0,0,4,,train
0506559_sc-1015960.jpg,4,1,1,0,6,,train
0506560_sc-1015960.jpg,6,1,1,0,8,,val
0506561_sc-1015960.jpg,2,2,2,0,6,,val
0506562_sc-1015960.jpg,1,0,0,0,1,,test
0506563_sc-1015960.jpg,4,2,3,0,9,,train
0506565_as-7670685.jpg,3,0,1,0,4,,train
0506566_as-3133348.jpg,1,1,0,0,2,,train
0506567_as-0039478.jpg,1,0,2,0,3,,train
0506569_as-0074481.jpg,1,0,0,0,1,,train
0506570_as-0074481.jpg,1,0,0,0,1,,train
0506571_as-0074481.jpg,1,0,0,0,1,,train
0506572_as-0074481.jpg,1,0,0,0,1,,val
0506573_sc-1000981.jpg,2,0,2,0,4,,val
0506575_sc-1039844.jpg,3,0,1,1,5,,test
0506576_sc-1039844.jpg,1,0,0,0,1,,train
0506577_as-2620439.jpg,1,0,1,0,2,,train
0506578_sc-222001.jpg,1,0,0,0,1,,train
0506579_sc-222001.jpg,2,0,0,0,2,,train
0506580_as-2952999.jpg,1,0,0,1,2,,train
0506581_as-2556127.jpg,2,0,0,0,2,,train
0506582_as-3109845.jpg,1,0,1,0,2,,train
0506584_as-0095833.jpg,2,1,3,2,8,,val
0506585_as-0095833.jpg,1,0,2,1,4,,val
0506586_as-0095833.jpg,9,0,0,1,10,,test
0506587_as-0095833.jpg,2,1,0,1,4,,train
0506588_as-0095833.jpg,2,0,1,1,4,,train
0506590_sc-214054.jpg,2,0,0,0,2,,train
0506591_sc-214054.jpg,2,0,1,1,4,,train
0506592_sc-214054.jpg,2,0,2,1,5,,train
0506593_sc-214054.jpg,3,1,2,0,6,,train
0506594_sc-214054.jpg,3,0,0,1,4,,train
0506595_sc-214054.jpg,1,0,1,1,3,,val
0506596_sc-214054.jpg,1,0,1,0,2,,val
0506597_sc-214054.jpg,1,0,0,0,1,,test
0506598_sc-205430.jpg,4,0,0,0,4,,train
0506599_sc-205430.jpg,9,0,0,0,9,,train
0506601_sc-227195.jpg,1,2,0,0,3,,train
0506602_as-2550252.jpg,3,0,0,0,3,,train
0506603_as-0084763.jpg,1,1,0,0,2,,train
0506604_as-0084763.jpg,0,2,1,2,5,,train
0506606_as-0084763.jpg,0,3,1,1,5,,train
0506608_as-0084763.jpg,0,2,0,2,4,,val
0506609_as-0084763.jpg,2,2,2,0,6,,val
0506610_as-0084763.jpg,3,2,1,0,6,,test
0506612_sc-226931.jpg,1,0,1,0,2,,train
0506613_sc-226931.jpg,1,0,1,0,2,,train
0506614_as-2657071.jpg,2,0,1,0,3,,train
0506615_sc-213526.jpg,1,1,0,0,2,,train
0506617_as-3248130.jpg,1,0,0,0,1,,train
0506618_as-2920252.jpg,1,0,0,0,1,,train
0506619_as-3118136.jpg,2,0,0,0,2,,train
0506620_sc-156338.jpg,1,0,0,1,2,,val
0506621_sc-156338.jpg,4,0,0,0,4,,val
0506622_sc-156338.jpg,2,0,0,0,2,,test
0506623_sc-156338.jpg,3,0,0,1,4,,train
0506624_sc-113646.jpg,1,1,1,0,3,,train
0506625_sc-113646.jpg,1,0,0,0,1,,train
0506626_sc-113646.jpg,2,2,1,0,5,,train
0506629_sc-113646.jpg,1,1,1,0,3,,train
0506630_sc-113646.jpg,1,0,0,0,1,,train
0506631_sc-118329.jpg,1,1,0,2,4,,train
0506632_sc-118329.jpg,1,2,0,0,3,,val
0506633_sc-118329.jpg,4,1,0,2,7,,val
0506634_sc-118329.jpg,1,1,0,0,2,,test
0506635_sc-118329.jpg,1,1,0,1,3,,train
0506636_as-3274455.jpg,0,1,0,0,1,,train
0506637_sc-166048.jpg,1,0,1,0,2,,train
0506638_sc-166048.jpg,1,0,0,0,1,,train
0506639_sc-166048.jpg,1,0,1,0,2,,train
0506640_sc-166048.jpg,2,0,1,0,3,,train
0506645_as-0076066.jpg,3,0,1,1,5,,train
0506646_sc-213708.jpg,4,0,1,0,5,,val
0506647_sc-213708.jpg,5,0,1,0,6,,val
0506648_sc-213708.jpg,5,1,0,0,6,,test
0506649_sc-190600.jpg,1,0,0,1,2,,train
0506650_as-0048299.jpg,2,0,1,0,3,,train
0506651_as-0048299.jpg,1,0,0,0,1,,train
0506652_as-0048299.jpg,1,0,1,0,2,,train
0506653_as-0048299.jpg,1,0,1,0,2,,train
0506654_as-0048299.jpg,1,0,1,0,2,,train
0506655_as-0048299.jpg,1,0,1,0,2,,train
0506656_as-0048299.jpg,1,0,1,0,2,,val
0506657_sc-221057.jpg,2,1,0,1,4,,val
0506659_as-2749988.jpg,1,0,0,0,1,,test
0506660_sc-224410.jpg,1,0,0,0,1,,train
0506661_sc-224410.jpg,3,0,0,0,3,,train
0506662_sc-224410.jpg,4,0,0,0,4,,train
0506663_sc-224410.jpg,7,0,1,0,8,,train
0506664_sc-224410.jpg,10,0,1,0,11,,train
0506665_sc-224410.jpg,5,0,0,0,5,,train
0506666_sc-224410.jpg,3,0,0,0,3,,train
0506667_sc-224410.jpg,1,0,0,0,1,,val
0506668_sc-1038548.jpg,0,0,1,0,1,,val
0506669_sc-1038548.jpg,3,0,0,0,3,,test
0506670_sc-1016158.jpg,1,0,0,0,1,,train
0506671_sc-1016158.jpg,1,0,0,0,1,,train
0506672_sc-1016158.jpg,1,0,0,0,1,,train
0506673_sc-1016158.jpg,1,0,1,1,3,,train
0506674_sc-1016158.jpg,3,0,0,0,3,,train
0506675_sc-1016158.jpg,3,0,1,2,6,,train
0506676_sc-1016158.jpg,1,0,0,0,1,,train
0506677_sc-1016158.jpg,1,0,0,1,2,,val
0506679_sc-185412.jpg,5,0,0,0,5,,val
0506680_sc-185412.jpg,2,0,2,0,4,,test
0506681_as-2608556.jpg,2,0,0,0,2,,train
0506682_sc-198155.jpg,1,0,0,0,1,,train
0506683_sc-198155.jpg,1,0,0,0,1,,train
0506685_as-0044756.jpg,1,0,0,0,1,,train
0506686_as-0044756.jpg,0,0,1,1,2,,train
0506687_sc-192385.jpg,5,0,1,0,6,,train
0506688_sc-192385.jpg,4,0,1,0,5,,train
0506689_sc-104147.jpg,6,0,0,0,6,,val
0506690_sc-104147.jpg,6,0,0,0,6,,val
0506691_sc-104147.jpg,2,0,0,0,2,,test
0506693_sc-104147.jpg,1,0,0,0,1,,train
0506694_sc-104147.jpg,0,1,1,0,2,,train
0506695_sc-104147.jpg,0,1,1,0,2,,train
0506696_sc-130374.jpg,1,1,2,0,4,,train
0506697_sc-130374.jpg,0,1,0,0,1,,train
0506698_sc-156261.jpg,0,0,1,0,1,,train
0506699_as-0033012.jpg,1,0,0,0,1,,train
0506702_sc-158709.jpg,1,0,0,0,1,,val
0506703_sc-158709.jpg,4,0,0,0,4,,val
0506704_sc-158709.jpg,3,0,0,0,3,,test
0506705_as-2767913.jpg,2,1,1,2,6,,train
0506706_as-0083030.jpg,2,0,0,0,2,,train
0506707_as-0083030.jpg,3,0,0,0,3,,train
0506709_as-0083030.jpg,6,0,1,0,7,,train
0506710_as-0083030.jpg,4,0,0,0,4,,train
0506711_as-0083030.jpg,2,0,0,0,2,,train
0506712_as-0083030.jpg,1,0,0,0,1,,train
0506713_as-0083030.jpg,1,0,0,0,1,,val
0506714_as-0083030.jpg,1,0,0,0,1,,val
0506716_sc-126782.jpg,3,1,0,0,4,,test
0506717_sc-126782.jpg,1,1,0,0,2,,train
0506719_as-0028348.jpg,2,0,0,0,2,,train
0506720_as-0029856.jpg,1,0,0,0,1,,train
0506721_as-0035117.jpg,1,0,0,0,1,,train
0506723_as-0030259.jpg,2,0,0,0,2,,train
0506724_as-0030259.jpg,1,0,0,0,1,,train
0506725_as-0030259.jpg,1,0,0,0,1,,train
0506726_as-0030259.jpg,1,0,0,0,1,,val
0506727_as-0030259.jpg,1,1,0,0,2,,val
0506729_sc-1004947.jpg,1,0,0,0,1,,test
0506730_sc-1004947.jpg,1,0,0,0,1,,train
0506732_as-0083086.jpg,1,0,0,0,1,,train
0506733_as-0083086.jpg,1,0,0,0,1,,train
0506734_as-2820984.jpg,1,0,0,1,2,,train
0506735_as-3118816.jpg,1,1,0,0,2,,train
0506739_as-0066257.jpg,1,0,3,4,8,,train
0506740_as-0066257.jpg,1,0,2,4,7,,train
0506744_as-0066257.jpg,1,0,4,2,7,,val
0506745_as-0066257.jpg,1,0,1,4,6,,val
0506746_sc-201177.jpg,4,0,0,0,4,,test
0506747_sc-201177.jpg,2,0,0,0,2,,train
0506748_sc-201177.jpg,3,0,1,0,4,,train
0506749_sc-201177.jpg,4,0,0,0,4,,train
0506750_sc-201177.jpg,3,0,0,0,3,,train
0506751_sc-223960.jpg,5,0,0,0,5,,train
0506752_sc-223960.jpg,1,0,0,0,1,,train
0506753_sc-223960.jpg,2,0,0,0,2,,train
0506754_sc-223960.jpg,4,0,0,0,4,,val
0506755_as-7723773.jpg,0,1,1,0,2,,val
0506757_as-0055624.jpg,1,0,2,0,3,,test
0506758_as-0055624.jpg,0,0,2,0,2,,train
0506759_as-0055624.jpg,3,0,0,1,4,,train
0506760_as-0055624.jpg,3,0,1,1,5,,train
0506761_as-0055624.jpg,1,2,2,0,5,,train
0506762_as-3307539.jpg,2,0,0,0,2,,train
0506763_as-3386001.jpg,2,0,1,0,3,,train
0506764_as-3386001.jpg,3,0,0,1,4,,train
0506765_sc-162829.jpg,4,1,1,0,6,,val
0506766_sc-162829.jpg,3,1,0,0,4,,val
0506769_as-0065857.jpg,2,1,0,0,3,,test
0506770_as-0065857.jpg,2,0,0,0,2,,train
0506771_as-0065857.jpg,2,1,0,0,3,,train
0506772_as-0065857.jpg,1,0,0,0,1,,train
0506775_as-0065857.jpg,2,0,0,0,2,,train
0506776_as-3126906.jpg,0,1,0,0,1,,train
0506781_as-0084692.jpg,4,0,0,0,4,,train
0506782_as-0084692.jpg,1,0,0,0,1,,train
0506783_as-0084692.jpg,1,0,0,0,1,,val
0506784_as-9039802.jpg,1,0,0,0,1,,val
0506785_as-3070840.jpg,1,0,1,0,2,,test
0506786_sc-193868.jpg,2,0,0,0,2,,train
0506787_as-3356715.jpg,3,0,0,0,3,,train
0506788_as-0032904.jpg,1,0,1,0,2,,train
0506789_as-0032904.jpg,3,0,0,0,3,,train
0506790_as-0032904.jpg,3,0,0,0,3,,train
0506792_as-3056158.jpg,3,0,0,0,3,,train
0506794_sc-196222.jpg,2,0,0,0,2,,train
0506796_sc-196222.jpg,1,0,1,1,3,,val
0506798_as-3424738.jpg,1,0,0,0,1,,val
0506799_sc-205765.jpg,1,1,0,0,2,,test
0506800_sc-205765.jpg,1,1,0,0,2,,train
0506801_sc-205765.jpg,1,1,0,0,2,,train
0506802_sc-205765.jpg,0,1,0,0,1,,train
0506805_sc-193597.jpg,5,0,1,0,6,,train
0506806_sc-193597.jpg,5,0,1,0,6,,train
0506807_sc-193597.jpg,3,0,1,0,4,,train
0506809_as-2817789.jpg,1,0,0,0,1,,train
0506810_as-9013373.jpg,5,0,0,0,5,,val
0506811_sc-1022938.jpg,1,2,0,0,3,,val
0506812_as-3469891.jpg,0,0,1,0,1,,test
0506813_sc-145547.jpg,0,1,0,0,1,,train
0506814_sc-145547.jpg,1,1,0,1,3,,train
0506815_sc-104631.jpg,3,0,0,0,3,,train
0506816_sc-104631.jpg,1,0,0,0,1,,train
0506817_sc-104631.jpg,3,0,0,0,3,,train
0506818_as-0049604.jpg,1,0,0,0,1,,train
0506819_as-0049604.jpg,1,0,0,0,1,,train
0506820_as-0049604.jpg,2,0,0,0,2,,val
0506821_as-0049604.jpg,3,0,0,0,3,,val
0506822_as-0049604.jpg,4,0,0,0,4,,test
0506823_as-0049604.jpg,2,0,0,0,2,,train
0506826_as-0049604.jpg,1,0,1,0,2,,train
0506827_as-0049604.jpg,1,0,1,0,2,,train
0506829_sc-192326.jpg,1,1,0,1,3,,train
0506830_sc-192326.jpg,1,1,0,1,3,,train
0506832_sc-1022391.jpg,0,0,1,0,1,,train
0506834_as-7254572.jpg,1,0,0,0,1,,train
0506835_as-3437606.jpg,0,0,1,2,3,,val
0506837_sc-157608.jpg,1,0,0,0,1,,val
0506838_sc-157608.jpg,1,0,0,0,1,,test
0506840_sc-157608.jpg,1,0,0,0,1,,train
0506841_sc-157608.jpg,1,0,0,0,1,,train
0506842_sc-157608.jpg,1,0,0,0,1,,train
0506843_sc-129609.jpg,1,0,1,0,2,,train
0506845_as-3442508.jpg,1,0,0,0,1,,train
0506846_as-2643929.jpg,0,0,1,0,1,,train
0506848_as-0031154.jpg,4,0,0,3,7,,train
0506849_as-0031154.jpg,1,1,1,1,4,,val
0506850_as-0031154.jpg,2,2,3,0,7,,val
0506852_sc-213030.jpg,8,0,0,0,8,,test
0506853_sc-213030.jpg,6,0,0,1,7,,train
0506854_sc-213030.jpg,4,0,0,0,4,,train
0506855_sc-213030.jpg,1,0,0,1,2,,train
0506856_sc-213030.jpg,3,0,1,0,4,,train
0506857_as-0049006.jpg,2,0,0,0,2,,train
0506858_as-3032887.jpg,2,0,1,0,3,,train
0506859_as-2539738.jpg,1,0,0,1,2,,train
0506863_as-0064582.jpg,1,0,0,0,1,,val
0506864_sc-1014354.jpg,2,0,0,0,2,,val
0506865_sc-1014354.jpg,2,0,0,0,2,,test
0506866_sc-1014354.jpg,1,1,0,0,2,,train
0506867_as-3313834.jpg,1,0,0,0,1,,train
0506868_sc-111961.jpg,1,1,0,1,3,,train
